Year,Jurisdiction,YesComputerScore,YesComputerPercentage,NoComputerScore,NoComputerPercentage,YesInternetScore,YesInternetPercentage,NoInternetScore,NoInternetPercentage
2011,Wisconsin,290.177874,94.76067019,262.1579171,5.239329806,290.8114671,93.60789542,264.0060086,6.392104575
2011,Wyoming,289.1098005,93.05665408,273.8644163,6.943345916,289.3474514,91.3790456,275.5976363,8.620954397
2009,National,285.078366,92.18863456,261.3936062,7.811365441,286.0297109,89.77297784,265.1640448,10.22702216
2009,Alabama,270.5363585,90.52976052,252.8200382,9.470239478,271.8008147,87.49345097,256.9826807,12.50654903
2009,Alaska,,,,,,,,
2009,Arizona,280.16223,88.26434381,257.5502747,11.73565619,282.0182096,84.57027296,258.7943063,15.42972704
2009,Arkansas,278.1588079,87.83548048,261.7313516,12.16451952,279.312677,83.31205013,265.1661608,16.68794987
2009,California,273.3669732,89.55118921,250.2145847,10.44881079,274.8432579,85.84960919,254.5911734,14.15039081
2009,Colorado,289.5102615,92.06505377,266.6143354,7.934946228,290.6676439,88.12604315,268.9214283,11.87395685
2009,Connecticut,289.9006944,96.29651701,265.1006052,3.703482991,290.7163777,95.02321945,267.258556,4.976780547
2009,Delaware,285.4210925,93.17052259,267.2234977,6.82947741,285.9764534,91.47858626,269.4398993,8.52141374
2009,District of Columbia,255.3971888,88.91549354,242.2029168,11.08450646,257.5357866,88.08262095,243.4344992,11.91737905
2009,Florida,281.1039303,92.65253585,260.1986802,7.347464154,281.6532927,91.1441175,264.4105722,8.855882502
2009,Georgia,279.8454293,90.74071575,258.5873813,9.259284254,280.5716565,88.73287859,262.2542027,11.26712141
2009,Hawaii,276.527015,91.78468914,250.7847979,8.215310864,277.5026349,90.75181003,255.9738127,9.248189966
2009,Idaho,289.5548527,91.55263349,266.2658883,8.447366506,290.9495105,85.92555268,269.564125,14.07444732
2009,Illinois,284.3712588,92.0360992,261.7851519,7.963900803,285.4265823,90.35484072,264.4656248,9.645159279
2009,Indiana,288.3469646,91.63688005,272.7288983,8.363119951,288.3136114,89.10176511,276.8947679,10.89823489
2009,Iowa,286.2055742,92.13302744,266.5963477,7.866972562,286.4857109,88.20292343,271.5935396,11.79707657
2009,Kansas,291.0937893,90.61423575,268.8830451,9.385764245,291.5189506,85.99544021,274.6636028,14.00455979
2009,Kentucky,280.5626795,91.78471944,265.6369984,8.215280563,281.7635982,88.38661101,266.5962753,11.61338899
2009,Louisiana,274.7947565,88.56550264,256.5468035,11.43449736,274.723968,87.25791644,259.8608479,12.74208356
2009,Maine,287.5818091,93.96468383,272.9317513,6.035316169,288.0821312,92.19540355,270.5283413,7.804596449
2009,Maryland,290.0618034,95.71448732,260.6535604,4.28551268,291.6060961,95.07288994,266.4045575,4.927110059
2009,Massachusetts,300.1752987,96.52090917,266.340941,3.479090832,300.8532001,95.92878898,274.9737937,4.071211016
2009,Michigan,281.0078805,92.859115,249.2216556,7.140885,281.5852166,91.17220326,258.8613917,8.827796743
2009,Minnesota,295.9482718,94.4412925,274.0697291,5.5587075,296.748734,91.73863834,274.9630773,8.261361659
2009,Mississippi,266.4993127,87.34396269,255.4526094,12.65603731,267.0666706,83.80476354,258.6448336,16.19523646
2009,Missouri,287.671268,92.06541116,267.1874824,7.934588842,288.094396,88.44492344,272.2131917,11.55507656
2009,Montana,293.4053095,91.12836891,273.9547809,8.871631089,294.0567312,86.97224135,277.663059,13.02775865
2009,Nebraska,286.2905635,92.04862667,265.7313388,7.951373334,286.8698042,88.42552413,271.5254053,11.57447587
2009,Nevada,276.4397397,90.00316017,256.1017134,9.996839831,277.2853416,87.41134796,260.2246636,12.58865204
2009,New Hampshire,293.8919185,95.73610636,270.7840991,4.263893641,294.2414211,94.63232385,272.2869362,5.367676152
2009,New Jersey,293.8664031,96.77560033,265.5400081,3.224399671,294.9918099,96.22769017,266.6970596,3.772309827
2009,New Mexico,272.1697769,86.36181399,256.0727018,13.63818601,273.7741925,79.81205291,258.2878593,20.18794709
2009,New York,284.9181665,95.58364682,261.1364602,4.416353178,286.0746509,94.65819382,262.6741179,5.341806181
2009,North Carolina,286.2873972,90.31439994,267.6495449,9.685600062,286.9314732,88.14211176,268.2745863,11.85788824
2009,North Dakota,294.0095728,94.40703162,274.8115228,5.592968379,294.1786012,91.45751661,280.0439961,8.542483387
2009,Ohio,287.6271594,92.48094192,264.4062451,7.519058083,287.7863308,91.08578882,267.7351464,8.914211183
2009,Oklahoma,277.7434992,87.14335607,263.3334155,12.85664393,278.480774,82.87519533,263.180367,17.12480467
2009,Oregon,287.3788955,91.03438434,264.8182027,8.965615657,288.6087828,87.13773304,267.3853282,12.86226696
2009,Pennsylvania,289.6336359,95.02008588,267.1221078,4.979914121,290.2300504,94.08379033,269.7929286,5.91620967
2009,Rhode Island,279.5597253,94.23325561,257.2925438,5.766744392,280.4614237,93.50865111,255.414067,6.491348895
2009,South Carolina,282.953018,89.59331266,260.5493913,10.40668734,283.4969101,88.06301392,263.6109234,11.93698608
2009,South Dakota,292.7015617,90.97224698,271.2933921,9.027753019,293.4599998,87.89912757,275.0061938,12.10087243
2009,Tennessee,276.9700848,88.01251373,258.2064568,11.98748627,277.4587646,84.8391811,263.2531848,15.1608189
2009,Texas,289.2477581,87.08945222,270.4766167,12.91054778,289.5728869,84.699598,274.5327546,15.300402
2009,Utah,285.7311951,94.44175365,260.7841984,5.558246345,287.0207955,89.83702164,265.7273281,10.16297836
2009,Vermont,294.4334008,93.33373523,274.4748349,6.666264767,295.3533807,89.48129219,274.9442954,10.51870781
2009,Virginia,287.7720146,93.97665069,261.6266669,6.023349309,288.5774024,91.79419989,264.8617027,8.205800113
2009,Washington,290.7904857,93.45668829,261.8845066,6.543311708,292.4969884,89.01315584,267.5419647,10.98684416
2009,West Virginia,271.8914,91.73658605,254.7405007,8.263413948,272.5587635,89.24668839,256.6247538,10.75331161
2009,Wisconsin,289.810314,93.52177172,269.4202995,6.478228279,290.4506729,90.24961731,272.4668247,9.750382694
2009,Wyoming,287.3817288,92.24644759,271.5317083,7.75355241,288.2979204,88.21609602,272.2574352,11.78390398
